Course.id,Email_address,First_name,Last_name,Marks,grades
DATA200,student582@example.com,Student582,Last582,65,C
DATA300,student583@example.com,Student583,Last583,73,F
DATA200,student584@example.com,Student584,Last584,59,F
DATA400,student585@example.com,Student585,Last585,62,B
DATA200,student586@example.com,Student586,Last586,54,A
DATA400,student587@example.com,Student587,Last587,61,C
DATA400,student588@example.com,Student588,Last588,75,C
DATA200,student589@example.com,Student589,Last589,50,C
DATA400,student590@example.com,Student590,Last590,73,F
DATA300,student591@example.com,Student591,Last591,86,B
DATA400,student592@example.com,Student592,Last592,66,C
DATA400,student593@example.com,Student593,Last593,77,C
DATA200,student594@example.com,Student594,Last594,57,F
DATA400,student595@example.com,Student595,Last595,67,C
DATA300,student596@example.com,Student596,Last596,95,F
DATA400,student597@example.com,Student597,Last597,85,A
DATA200,student598@example.com,Student598,Last598,94,A
DATA200,student599@example.com,Student599,Last599,73,F
DATA300,student600@example.com,Student600,Last600,85,C
DATA300,student601@example.com,Student601,Last601,86,B
DATA300,student602@example.com,Student602,Last602,58,C
DATA200,student603@example.com,Student603,Last603,74,D
DATA300,student604@example.com,Student604,Last604,95,A
DATA400,student605@example.com,Student605,Last605,62,A
DATA300,student606@example.com,Student606,Last606,59,F
DATA200,student607@example.com,Student607,Last607,100,F
DATA300,student608@example.com,Student608,Last608,89,D
DATA300,student609@example.com,Student609,Last609,92,D
DATA300,student610@example.com,Student610,Last610,99,B
DATA200,student611@example.com,Student611,Last611,70,F
DATA200,student612@example.com,Student612,Last612,61,D
DATA300,student613@example.com,Student613,Last613,50,F
DATA300,student614@example.com,Student614,Last614,69,B
DATA200,student615@example.com,Student615,Last615,83,A
DATA400,student616@example.com,Student616,Last616,52,B
DATA300,student617@example.com,Student617,Last617,97,F
DATA400,student618@example.com,Student618,Last618,63,C
DATA200,student619@example.com,Student619,Last619,84,F
DATA300,student620@example.com,Student620,Last620,100,C
DATA300,student621@example.com,Student621,Last621,91,F
DATA200,student622@example.com,Student622,Last622,84,A
DATA200,student623@example.com,Student623,Last623,58,C
DATA300,student624@example.com,Student624,Last624,52,F
DATA400,student625@example.com,Student625,Last625,52,C
DATA400,student626@example.com,Student626,Last626,66,A
DATA300,student627@example.com,Student627,Last627,74,F
DATA200,student628@example.com,Student628,Last628,89,F
DATA300,student629@example.com,Student629,Last629,96,A
DATA400,student630@example.com,Student630,Last630,55,A
DATA300,student631@example.com,Student631,Last631,57,D
DATA300,student632@example.com,Student632,Last632,70,B
DATA400,student633@example.com,Student633,Last633,64,F
DATA400,student634@example.com,Student634,Last634,60,D
DATA200,student635@example.com,Student635,Last635,74,B
DATA400,student636@example.com,Student636,Last636,80,D
DATA300,student637@example.com,Student637,Last637,84,D
DATA200,student638@example.com,Student638,Last638,96,F
DATA300,student639@example.com,Student639,Last639,71,B
DATA200,student640@example.com,Student640,Last640,90,C
DATA300,student641@example.com,Student641,Last641,69,B
DATA400,student642@example.com,Student642,Last642,63,A
DATA200,student643@example.com,Student643,Last643,72,F
DATA200,student644@example.com,Student644,Last644,55,D
DATA200,student645@example.com,Student645,Last645,76,C
DATA300,student646@example.com,Student646,Last646,81,B
DATA400,student647@example.com,Student647,Last647,54,F
DATA200,student648@example.com,Student648,Last648,69,F
DATA300,student649@example.com,Student649,Last649,50,F
DATA300,student650@example.com,Student650,Last650,84,C
DATA400,student651@example.com,Student651,Last651,72,A
DATA300,student652@example.com,Student652,Last652,77,F
DATA400,student653@example.com,Student653,Last653,93,D
DATA400,student654@example.com,Student654,Last654,64,B
DATA200,student655@example.com,Student655,Last655,76,C
DATA400,student656@example.com,Student656,Last656,89,C
DATA200,student657@example.com,Student657,Last657,100,D
DATA400,student658@example.com,Student658,Last658,75,B
DATA300,student659@example.com,Student659,Last659,59,F
DATA300,student660@example.com,Student660,Last660,81,D
DATA300,student661@example.com,Student661,Last661,75,C
DATA400,student662@example.com,Student662,Last662,91,C
DATA200,student663@example.com,Student663,Last663,63,F
DATA400,student664@example.com,Student664,Last664,63,F
DATA300,student665@example.com,Student665,Last665,98,F
DATA300,student666@example.com,Student666,Last666,56,D
DATA200,student667@example.com,Student667,Last667,87,F
DATA200,student668@example.com,Student668,Last668,82,C
DATA400,student669@example.com,Student669,Last669,65,C
DATA400,student670@example.com,Student670,Last670,65,C
DATA300,student671@example.com,Student671,Last671,67,F
DATA200,student672@example.com,Student672,Last672,53,D
DATA300,student673@example.com,Student673,Last673,60,F
DATA200,student674@example.com,Student674,Last674,88,C
DATA300,student675@example.com,Student675,Last675,82,C
DATA200,student676@example.com,Student676,Last676,89,B
DATA300,student677@example.com,Student677,Last677,66,C
DATA400,student678@example.com,Student678,Last678,60,C
DATA300,student679@example.com,Student679,Last679,87,F
DATA400,student680@example.com,Student680,Last680,60,F
DATA400,student681@example.com,Student681,Last681,55,D
DATA400,student682@example.com,Student682,Last682,65,C
DATA300,student683@example.com,Student683,Last683,51,A
DATA200,student684@example.com,Student684,Last684,86,F
DATA300,student685@example.com,Student685,Last685,82,B
DATA200,student686@example.com,Student686,Last686,77,B
DATA400,student687@example.com,Student687,Last687,81,D
DATA300,student688@example.com,Student688,Last688,85,B
DATA200,student689@example.com,Student689,Last689,96,F
DATA400,student690@example.com,Student690,Last690,62,D
DATA400,student691@example.com,Student691,Last691,97,B
DATA300,student692@example.com,Student692,Last692,62,B
DATA200,student693@example.com,Student693,Last693,51,B
DATA200,student694@example.com,Student694,Last694,57,B
DATA400,student695@example.com,Student695,Last695,64,A
DATA400,student696@example.com,Student696,Last696,78,B
DATA300,student697@example.com,Student697,Last697,56,F
DATA200,student698@example.com,Student698,Last698,87,C
DATA200,student699@example.com,Student699,Last699,71,C
DATA300,student700@example.com,Student700,Last700,70,A
DATA400,student701@example.com,Student701,Last701,91,D
DATA200,student702@example.com,Student702,Last702,83,A
DATA200,student703@example.com,Student703,Last703,84,F
DATA300,student704@example.com,Student704,Last704,76,B
DATA200,student705@example.com,Student705,Last705,57,D
DATA300,student706@example.com,Student706,Last706,89,D
DATA300,student707@example.com,Student707,Last707,91,F
DATA300,student708@example.com,Student708,Last708,77,F
DATA200,student709@example.com,Student709,Last709,50,D
DATA300,student710@example.com,Student710,Last710,91,B
DATA400,student711@example.com,Student711,Last711,76,A
DATA300,student712@example.com,Student712,Last712,98,D
DATA300,student713@example.com,Student713,Last713,84,C
DATA400,student714@example.com,Student714,Last714,57,F
DATA400,student715@example.com,Student715,Last715,77,D
DATA300,student716@example.com,Student716,Last716,52,C
DATA300,student717@example.com,Student717,Last717,85,B
DATA300,student718@example.com,Student718,Last718,53,D
DATA400,student719@example.com,Student719,Last719,55,B
DATA200,student720@example.com,Student720,Last720,69,C
DATA400,student721@example.com,Student721,Last721,58,B
DATA300,student722@example.com,Student722,Last722,99,D
DATA400,student723@example.com,Student723,Last723,97,F
DATA300,student724@example.com,Student724,Last724,57,A
DATA300,student725@example.com,Student725,Last725,50,B
DATA400,student726@example.com,Student726,Last726,99,D
DATA200,student727@example.com,Student727,Last727,78,C
DATA400,student728@example.com,Student728,Last728,59,A
DATA200,student729@example.com,Student729,Last729,62,A
DATA300,student730@example.com,Student730,Last730,76,F
DATA200,student731@example.com,Student731,Last731,72,A
DATA300,student732@example.com,Student732,Last732,98,D
DATA300,student733@example.com,Student733,Last733,54,C
DATA300,student734@example.com,Student734,Last734,96,A
DATA200,student735@example.com,Student735,Last735,56,A
DATA200,student736@example.com,Student736,Last736,81,F
DATA300,student737@example.com,Student737,Last737,52,C
DATA200,student738@example.com,Student738,Last738,91,B
DATA300,student739@example.com,Student739,Last739,97,A
DATA400,student740@example.com,Student740,Last740,71,D
DATA400,student741@example.com,Student741,Last741,94,A
DATA200,student742@example.com,Student742,Last742,55,F
DATA200,student743@example.com,Student743,Last743,81,D
DATA300,student744@example.com,Student744,Last744,86,D
DATA300,student745@example.com,Student745,Last745,64,A
DATA400,student746@example.com,Student746,Last746,88,C
DATA200,student747@example.com,Student747,Last747,87,A
DATA400,student748@example.com,Student748,Last748,99,B
DATA400,student749@example.com,Student749,Last749,57,A
DATA400,student750@example.com,Student750,Last750,55,D
DATA300,student751@example.com,Student751,Last751,61,F
DATA300,student752@example.com,Student752,Last752,52,C
DATA400,student753@example.com,Student753,Last753,89,F
DATA400,student754@example.com,Student754,Last754,81,A
DATA300,student755@example.com,Student755,Last755,63,A
DATA400,student756@example.com,Student756,Last756,55,C
DATA200,student757@example.com,Student757,Last757,93,D
DATA200,student758@example.com,Student758,Last758,72,A
DATA400,student759@example.com,Student759,Last759,54,C
DATA400,student760@example.com,Student760,Last760,94,A
DATA200,student761@example.com,Student761,Last761,55,F
DATA200,student762@example.com,Student762,Last762,75,B
DATA200,student763@example.com,Student763,Last763,85,C
DATA300,student764@example.com,Student764,Last764,52,C
DATA400,student765@example.com,Student765,Last765,81,C
DATA300,student766@example.com,Student766,Last766,62,A
DATA400,student767@example.com,Student767,Last767,97,A
DATA300,student768@example.com,Student768,Last768,99,F
DATA200,student769@example.com,Student769,Last769,63,C
DATA200,student770@example.com,Student770,Last770,80,D
DATA300,student771@example.com,Student771,Last771,86,B
DATA400,student772@example.com,Student772,Last772,59,A
DATA300,student773@example.com,Student773,Last773,79,A
DATA300,student774@example.com,Student774,Last774,72,A
DATA400,student775@example.com,Student775,Last775,74,F
DATA200,student776@example.com,Student776,Last776,75,F
DATA300,student777@example.com,Student777,Last777,86,A
DATA400,student778@example.com,Student778,Last778,96,D
DATA200,student779@example.com,Student779,Last779,98,C
DATA200,student780@example.com,Student780,Last780,50,C
DATA400,student781@example.com,Student781,Last781,71,D
DATA400,student782@example.com,Student782,Last782,62,F
DATA400,student783@example.com,Student783,Last783,92,F
DATA200,student784@example.com,Student784,Last784,62,D
DATA400,student785@example.com,Student785,Last785,87,D
DATA200,student786@example.com,Student786,Last786,77,A
DATA300,student787@example.com,Student787,Last787,73,D
DATA200,student788@example.com,Student788,Last788,63,A
DATA300,student789@example.com,Student789,Last789,71,C
DATA300,student790@example.com,Student790,Last790,86,B
DATA400,student791@example.com,Student791,Last791,78,B
DATA400,student792@example.com,Student792,Last792,81,B
DATA400,student793@example.com,Student793,Last793,86,C
DATA400,student794@example.com,Student794,Last794,81,B
DATA300,student795@example.com,Student795,Last795,74,F
DATA300,student796@example.com,Student796,Last796,59,D
DATA200,student797@example.com,Student797,Last797,81,B
DATA300,student798@example.com,Student798,Last798,68,A
DATA400,student799@example.com,Student799,Last799,100,D
DATA200,student800@example.com,Student800,Last800,94,A
DATA300,student801@example.com,Student801,Last801,74,B
DATA400,student802@example.com,Student802,Last802,92,A
DATA200,student803@example.com,Student803,Last803,82,D
DATA200,student804@example.com,Student804,Last804,53,C
DATA300,student805@example.com,Student805,Last805,82,D
DATA300,student806@example.com,Student806,Last806,87,A
DATA400,student807@example.com,Student807,Last807,80,B
DATA400,student808@example.com,Student808,Last808,94,B
DATA400,student809@example.com,Student809,Last809,95,F
DATA300,student810@example.com,Student810,Last810,87,B
DATA200,student811@example.com,Student811,Last811,74,B
DATA200,student812@example.com,Student812,Last812,79,B
DATA200,student813@example.com,Student813,Last813,51,C
DATA300,student814@example.com,Student814,Last814,89,A
DATA200,student815@example.com,Student815,Last815,90,B
DATA300,student816@example.com,Student816,Last816,61,A
DATA200,student817@example.com,Student817,Last817,98,F
DATA300,student818@example.com,Student818,Last818,54,F
DATA300,student819@example.com,Student819,Last819,84,A
DATA400,student820@example.com,Student820,Last820,70,F
DATA200,student821@example.com,Student821,Last821,52,F
DATA200,student822@example.com,Student822,Last822,75,A
DATA300,student823@example.com,Student823,Last823,100,D
DATA400,student824@example.com,Student824,Last824,64,C
DATA300,student825@example.com,Student825,Last825,56,A
DATA200,student826@example.com,Student826,Last826,88,B
DATA400,student827@example.com,Student827,Last827,99,C
DATA300,student828@example.com,Student828,Last828,71,C
DATA200,student829@example.com,Student829,Last829,91,F
DATA200,student830@example.com,Student830,Last830,52,F
DATA300,student831@example.com,Student831,Last831,70,F
DATA400,student832@example.com,Student832,Last832,89,A
DATA400,student833@example.com,Student833,Last833,69,B
DATA300,student834@example.com,Student834,Last834,93,B
DATA400,student835@example.com,Student835,Last835,65,C
DATA200,student836@example.com,Student836,Last836,50,C
DATA400,student837@example.com,Student837,Last837,72,D
DATA400,student838@example.com,Student838,Last838,64,D
DATA200,student839@example.com,Student839,Last839,99,A
DATA200,student840@example.com,Student840,Last840,100,F
DATA200,student841@example.com,Student841,Last841,58,C
DATA300,student842@example.com,Student842,Last842,76,D
DATA300,student843@example.com,Student843,Last843,67,C
DATA400,student844@example.com,Student844,Last844,75,C
DATA300,student845@example.com,Student845,Last845,60,B
DATA300,student846@example.com,Student846,Last846,96,D
DATA400,student847@example.com,Student847,Last847,90,C
DATA400,student848@example.com,Student848,Last848,58,B
DATA400,student849@example.com,Student849,Last849,83,A
DATA400,student850@example.com,Student850,Last850,58,B
DATA200,student851@example.com,Student851,Last851,53,F
DATA200,student852@example.com,Student852,Last852,99,A
DATA200,student853@example.com,Student853,Last853,76,D
DATA200,student854@example.com,Student854,Last854,91,D
DATA400,student855@example.com,Student855,Last855,52,D
DATA200,student856@example.com,Student856,Last856,50,F
DATA400,student857@example.com,Student857,Last857,83,B
DATA400,student858@example.com,Student858,Last858,71,B
DATA300,student859@example.com,Student859,Last859,96,C
DATA200,student860@example.com,Student860,Last860,69,A
DATA400,student861@example.com,Student861,Last861,96,A
DATA200,student862@example.com,Student862,Last862,84,A
DATA200,student863@example.com,Student863,Last863,98,A
DATA300,student864@example.com,Student864,Last864,94,B
DATA400,student865@example.com,Student865,Last865,85,C
DATA200,student866@example.com,Student866,Last866,71,C
DATA200,student867@example.com,Student867,Last867,79,D
DATA400,student868@example.com,Student868,Last868,99,F
DATA200,student869@example.com,Student869,Last869,60,B
DATA200,student870@example.com,Student870,Last870,89,C
DATA400,student871@example.com,Student871,Last871,96,C
DATA200,student872@example.com,Student872,Last872,83,B
DATA300,student873@example.com,Student873,Last873,84,A
DATA300,student874@example.com,Student874,Last874,61,A
DATA200,student875@example.com,Student875,Last875,96,B
DATA200,student876@example.com,Student876,Last876,87,B
DATA400,student877@example.com,Student877,Last877,86,B
DATA300,student878@example.com,Student878,Last878,100,D
DATA400,student879@example.com,Student879,Last879,88,D
DATA300,student880@example.com,Student880,Last880,92,F
DATA200,student881@example.com,Student881,Last881,73,A
DATA200,student882@example.com,Student882,Last882,80,C
DATA400,student883@example.com,Student883,Last883,93,C
DATA400,student884@example.com,Student884,Last884,90,F
DATA400,student885@example.com,Student885,Last885,88,F
DATA300,student886@example.com,Student886,Last886,77,B
DATA400,student887@example.com,Student887,Last887,56,F
DATA300,student888@example.com,Student888,Last888,85,B
DATA400,student889@example.com,Student889,Last889,56,A
DATA400,student890@example.com,Student890,Last890,76,A
DATA200,student891@example.com,Student891,Last891,100,C
DATA300,student892@example.com,Student892,Last892,57,D
DATA400,student893@example.com,Student893,Last893,60,D
DATA300,student894@example.com,Student894,Last894,94,A
DATA400,student895@example.com,Student895,Last895,72,F
DATA400,student896@example.com,Student896,Last896,57,F
DATA400,student897@example.com,Student897,Last897,76,F
DATA200,student898@example.com,Student898,Last898,98,C
DATA300,student899@example.com,Student899,Last899,64,C
DATA300,student900@example.com,Student900,Last900,87,D
DATA200,student901@example.com,Student901,Last901,89,F
DATA400,student902@example.com,Student902,Last902,71,F
DATA400,student903@example.com,Student903,Last903,59,D
DATA200,student904@example.com,Student904,Last904,55,A
DATA400,student905@example.com,Student905,Last905,90,F
DATA400,student906@example.com,Student906,Last906,79,C
DATA400,student907@example.com,Student907,Last907,55,C
DATA200,student908@example.com,Student908,Last908,58,C
DATA300,student909@example.com,Student909,Last909,71,D
DATA400,student910@example.com,Student910,Last910,87,A
DATA300,student911@example.com,Student911,Last911,74,B
DATA400,student912@example.com,Student912,Last912,67,C
DATA300,student913@example.com,Student913,Last913,100,B
DATA200,student914@example.com,Student914,Last914,95,C
DATA400,student915@example.com,Student915,Last915,86,D
DATA200,student916@example.com,Student916,Last916,61,C
DATA400,student917@example.com,Student917,Last917,79,D
DATA400,student918@example.com,Student918,Last918,60,D
DATA200,student919@example.com,Student919,Last919,53,A
DATA200,student920@example.com,Student920,Last920,88,A
DATA400,student921@example.com,Student921,Last921,70,F
DATA300,student922@example.com,Student922,Last922,68,A
DATA300,student923@example.com,Student923,Last923,63,C
DATA400,student924@example.com,Student924,Last924,92,B
DATA200,student925@example.com,Student925,Last925,87,B
DATA300,student926@example.com,Student926,Last926,90,C
DATA400,student927@example.com,Student927,Last927,77,D
DATA400,student928@example.com,Student928,Last928,69,B
DATA400,student929@example.com,Student929,Last929,82,A
DATA200,student930@example.com,Student930,Last930,51,D
DATA400,student931@example.com,Student931,Last931,98,C
DATA400,student932@example.com,Student932,Last932,51,F
DATA200,student933@example.com,Student933,Last933,59,B
DATA200,student934@example.com,Student934,Last934,74,A
DATA300,student935@example.com,Student935,Last935,100,F
DATA300,student936@example.com,Student936,Last936,72,D
DATA400,student937@example.com,Student937,Last937,95,F
DATA300,student938@example.com,Student938,Last938,71,B
DATA300,student939@example.com,Student939,Last939,56,B
DATA400,student940@example.com,Student940,Last940,81,B
DATA200,student941@example.com,Student941,Last941,55,C
DATA300,student942@example.com,Student942,Last942,56,C
DATA200,student943@example.com,Student943,Last943,86,A
DATA200,student944@example.com,Student944,Last944,75,B
DATA200,student945@example.com,Student945,Last945,94,C
DATA300,student946@example.com,Student946,Last946,65,C
DATA400,student947@example.com,Student947,Last947,96,D
DATA200,student948@example.com,Student948,Last948,92,D
DATA400,student949@example.com,Student949,Last949,100,A
DATA400,student950@example.com,Student950,Last950,96,A
DATA400,student951@example.com,Student951,Last951,69,A
DATA200,student952@example.com,Student952,Last952,53,F
DATA400,student953@example.com,Student953,Last953,90,C
DATA300,student954@example.com,Student954,Last954,100,F
DATA300,student955@example.com,Student955,Last955,55,B
DATA200,student956@example.com,Student956,Last956,87,B
DATA300,student957@example.com,Student957,Last957,78,C
DATA300,student958@example.com,Student958,Last958,73,A
DATA200,student959@example.com,Student959,Last959,74,F
DATA300,student960@example.com,Student960,Last960,60,B
DATA300,student961@example.com,Student961,Last961,73,F
DATA300,student962@example.com,Student962,Last962,88,F
DATA300,student963@example.com,Student963,Last963,55,B
DATA200,student964@example.com,Student964,Last964,85,A
DATA300,student965@example.com,Student965,Last965,93,A
DATA400,student966@example.com,Student966,Last966,76,F
DATA300,student967@example.com,Student967,Last967,73,C
DATA200,student968@example.com,Student968,Last968,69,F
DATA300,student969@example.com,Student969,Last969,59,C
DATA400,student970@example.com,Student970,Last970,67,A
DATA400,student971@example.com,Student971,Last971,64,A
DATA400,student972@example.com,Student972,Last972,84,C
DATA400,student973@example.com,Student973,Last973,76,F
DATA400,student974@example.com,Student974,Last974,59,C
DATA200,student975@example.com,Student975,Last975,99,D
DATA400,student976@example.com,Student976,Last976,87,A
DATA200,student977@example.com,Student977,Last977,59,F
DATA300,student978@example.com,Student978,Last978,69,F
DATA400,student979@example.com,Student979,Last979,59,B
DATA300,student980@example.com,Student980,Last980,96,D
DATA400,student981@example.com,Student981,Last981,63,A
DATA300,student982@example.com,Student982,Last982,96,D
DATA200,student983@example.com,Student983,Last983,74,F
DATA200,student984@example.com,Student984,Last984,100,F
DATA200,student985@example.com,Student985,Last985,92,B
DATA300,student986@example.com,Student986,Last986,80,D
DATA200,student987@example.com,Student987,Last987,50,A
DATA200,student988@example.com,Student988,Last988,76,B
DATA200,student989@example.com,Student989,Last989,88,C
DATA200,student990@example.com,Student990,Last990,96,C
DATA400,student991@example.com,Student991,Last991,62,C
DATA300,student992@example.com,Student992,Last992,54,A
DATA400,student993@example.com,Student993,Last993,86,A
DATA200,student994@example.com,Student994,Last994,93,D
DATA200,student995@example.com,Student995,Last995,80,A
DATA400,student996@example.com,Student996,Last996,97,F
DATA200,student997@example.com,Student997,Last997,100,F
DATA200,student998@example.com,Student998,Last998,86,C
DATA400,student999@example.com,Student999,Last999,64,A
DATA400,student1000@example.com,Student1000,Last1000,81,A
DATA200,john@example.com,John,Doe,95,A
DATA200,alice@example.com,Alice,Brown,80,B
DATA200,john@example.com,John,Doe,95,A
DATA200,alice@example.com,Alice,Johnson,75,C
